"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Oct 15 15:13:55 GMT 2023","Sun Oct 15 15:13:55 GMT 2023","0","tests","test_attachments","","","","test_attachments",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_labels","","","","test_dynamic_labels",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_steps","","","","test_dynamic_steps",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_github","","","","test_gihub_wiht_allure_step",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_selene","","","","test_github",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_github","","","","test_github_with_decorator_allure",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_github","","","","test_gihub_wihtout_allure",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_labels","","","","test_decorator_labels",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_steps","","","","test_decorator_steps",""
"broken","Sun Oct 15 15:13:57 GMT 2023","Sun Oct 15 15:13:57 GMT 2023","0","tests","test_labels","","","","test_no_labels",""
